1-Phosphatidylinositol 3-Kinase;D8.811.913.696.620.525;D8.811.913.696.620.500
Paullinia;B1.650.388.100.885.722;B1.650.940.800.575.100.885.722
Pausinystalia;B1.650.388.100.850.805;B1.650.940.800.575.100.850.805
Peas;B1.650.388.100.401.625;B1.650.940.800.575.100.401.625
Pedaliaceae;B1.650.388.100.806;B1.650.940.800.575.100.806
Pedicularis;B1.650.388.100.892.705;B1.650.940.800.575.100.892.705
Pediculus;B1.50.500.131.617.564.159.716;B1.50.500.131.617.690.60.716
Peganum;B1.650.388.100.987.699;B1.650.940.800.575.100.987.699
Pelargonium;B1.650.388.100.462.750;B1.650.940.800.575.100.462.750
Pelizaeus-Merzbacher Disease;;C10.228.140.163.100.362.775
Pelizaeus-Merzbacher Disease;;C10.228.140.695.625.775
Pelizaeus-Merzbacher Disease;;C10.228.518.625.775
Pelizaeus-Merzbacher Disease;;C16.320.565.189.362.775
Pelizaeus-Merzbacher Disease;;C18.452.132.100.362.775
Pelizaeus-Merzbacher Disease;;C18.452.648.189.362.775
Penetrance;;G5.420.655
Pennisetum;B1.650.388.100.822.755;B1.650.940.800.575.100.822.755
Penstemon;B1.650.388.100.892.758;B1.650.940.800.575.100.892.758
Peperomia;B1.650.388.100.812.332;B1.650.940.800.575.100.812.332
Perilla;B1.650.388.100.575.743;B1.650.940.800.575.100.575.743
Perilla frutescens;B1.650.388.100.575.743.500;B1.650.940.800.575.100.575.743.500
Perimenopause;G8.686.785.760.960.249.500.562;G8.686.785.880.249.500.562
Perioperative Care;E2.760.722;E2.760.731
Perioperative Nursing;;E2.760.731.500
Periploca;B1.650.388.100.99.750;B1.650.940.800.575.100.99.750
Periprosthetic Fractures;C21.866.404.550;C26.404.550
Peritoneal Lavage;E5.510.705;E5.927.705
Peronospora;B1.40.650.710;B1.750.937.710
Persea;B1.650.388.100.590.650;B1.650.940.800.575.100.590.650
Persian Gulf Syndrome;C21.447.653;C24.653
Petasites;B1.650.388.100.100.596;B1.650.940.800.575.100.100.596
Petroselinum;B1.650.388.100.75.750;B1.650.940.800.575.100.75.750
Petunia;B1.650.388.100.905.448;B1.650.940.800.575.100.905.448
Peumus;B1.650.388.100.745.500;B1.650.940.800.575.100.745.500
Phagocytosis;G12.450.575.809;G12.450.564.809
Phalaris;B1.650.388.100.822.777;B1.650.940.800.575.100.822.777
Phaseolus;B1.650.388.100.401.649;B1.650.940.800.575.100.401.649
Phellodendron;B1.650.388.100.875.717;B1.650.940.800.575.100.875.717
Phencyclidine Abuse;C21.739.700;C25.700
Phenetidine;;D2.755.654.750
Phenyl Ethers;;D2.755.654
Philodendron;B1.650.388.100.85.488;B1.650.940.800.575.100.85.488
Phleum;B1.650.388.100.822.788;B1.650.940.800.575.100.822.788
Phloem;;A18.450.249
Phlomis;B1.650.388.100.575.750;B1.650.940.800.575.100.575.750
Phoradendron;B1.650.388.100.735.888.699;B1.650.940.800.575.100.735.888.699
Photinia;B1.650.388.100.842.500.522;B1.650.940.800.575.100.842.500.522
Phthirus;B1.50.500.131.617.564.159.730;B1.50.500.131.617.690.60.730
Phyllanthus;B1.650.388.100.350.622;B1.650.940.800.575.100.350.622
Phyllanthus emblica;B1.650.388.100.350.622.500;B1.650.940.800.575.100.350.622.500
Phyllodes Tumor;C4.588.180.762;
Phyllodes Tumor;C17.800.90.500.762;
Phylogeny;G16.100.275.605;G16.100.178.605
Physalis;B1.650.388.100.905.499;B1.650.940.800.575.100.905.499
Physostigma;B1.650.388.100.401.694;B1.650.940.800.575.100.401.694
Phytolacca;B1.650.388.100.809.500;B1.650.940.800.575.100.809.500
Phytolacca americana;B1.650.388.100.809.500.500;B1.650.940.800.575.100.809.500.500
Phytolacca dodecandra;B1.650.388.100.809.500.750;B1.650.940.800.575.100.809.500.750
Phytolaccaceae;B1.650.388.100.809;B1.650.940.800.575.100.809
Phytophthora;B1.40.650.715;B1.750.937.715
Phytophthora infestans;B1.40.650.715.600;B1.750.937.715.600
Phytoplankton;B1.650.384.606;B5.650.600
Phytoplasma;B3.440.560.74.575;B3.440.860.74.575
Picea;B1.650.388.400.122.666.755;B1.650.940.800.575.400.122.666.755
Picrasma;B1.650.388.100.898.555;B1.650.940.800.575.100.898.555
Picrorhiza;B1.650.388.100.892.811;B1.650.940.800.575.100.892.811
Pictorial Works;V1.185.750;
Pilocarpus;B1.650.388.100.875.733;B1.650.940.800.575.100.875.733
Pimenta;B1.650.388.100.773.777;B1.650.940.800.575.100.773.777
Pimpinella;B1.650.388.100.75.798;B1.650.940.800.575.100.75.798
Pinaceae;B1.650.388.400.122.666;B1.650.940.800.575.400.122.666
Pinellia;B1.650.388.100.85.500;B1.650.940.800.575.100.85.500
Pinus;B1.650.388.400.122.666.777;B1.650.940.800.575.400.122.666.777
Pinus ponderosa;B1.650.388.400.122.666.777.600;B1.650.940.800.575.400.122.666.777.600
Pinus sylvestris;B1.650.388.400.122.666.777.744;B1.650.940.800.575.400.122.666.777.744
Pinus taeda;B1.650.388.400.122.666.777.888;B1.650.940.800.575.400.122.666.777.888
Piper;B1.650.388.100.812.666;B1.650.940.800.575.100.812.666
Piper betle;B1.650.388.100.812.666.374;B1.650.940.800.575.100.812.666.374
Piper nigrum;B1.650.388.100.812.666.500;B1.650.940.800.575.100.812.666.500
Piperaceae;B1.650.388.100.812;B1.650.940.800.575.100.812
Pistacia;B1.650.388.100.44.555;B1.650.940.800.575.100.44.555
Plagiocephaly, Nonsynostotic;C5.660.207.715;C5.660.207.707.624
Plagiocephaly, Nonsynostotic;C16.131.621.207.715;C16.131.621.207.707.624
Plankton;B1.50.500.766;B5.650
Plankton;B1.650.384;
Plant Families and Groups;B1.650.388;B1.650.940.800.575
Plant Poisoning;C21.613.756;C25.723.756
Plantago;B1.650.388.100.818;B1.650.940.800.575.100.818
Plants, Genetically Modified;B1.650.380.605;B1.650.520
Plants, Genetically Modified;;B5.620.600
Platycodon;B1.650.388.100.171.800;B1.650.940.800.575.100.171.800
Plectranthus;B1.650.388.100.575.753;B1.650.940.800.575.100.575.753
Plocamium;B1.40.100.585;B1.650.700.585
Plumbaginaceae;B1.650.388.100.821;B1.650.940.800.575.100.821
Pneumocephalus;C21.866.260.118.650;C26.260.118.650
Pneumocephalus;C21.866.915.300.200.650;C26.915.300.200.650
Pneumoconiosis;C21.447.800;C24.800
Poa;B1.650.388.100.822.793;B1.650.940.800.575.100.822.793
Poaceae;B1.650.388.100.822;B1.650.940.800.575.100.822
Podophyllum;B1.650.388.100.125.500;B1.650.940.800.575.100.125.500
Podophyllum peltatum;B1.650.388.100.125.500.500;B1.650.940.800.575.100.125.500.500
Poisoning;C21.613;C25.723
Poliomyelitis;C10.668.460.600;C10.668.864
Polonium;;D1.268.513.875
Polyalthia;B1.650.388.100.65.937;B1.650.940.800.575.100.65.937
Polygala;B1.650.388.100.823.500;B1.650.940.800.575.100.823.500
Polygalaceae;B1.650.388.100.823;B1.650.940.800.575.100.823
Polygonaceae;B1.650.388.100.825;B1.650.940.800.575.100.825
Polygonatum;B1.650.388.100.610.688;B1.650.940.800.575.100.610.688
Polygonum;B1.650.388.100.825.437;B1.650.940.800.575.100.825.437
Polygonum cuspidatum;B1.650.388.100.825.437.500;B1.650.940.800.575.100.825.437.500
Polyploidy;;C23.550.210.702
Polyploidy;;G5.365.590.175.677
Polypodiaceae;B1.650.388.250.700;B1.650.940.800.575.250.700
Polypodium;B1.650.388.250.700.666;B1.650.940.800.575.250.700.666
Polystichum;B1.650.388.250.222.611;B1.650.940.800.575.250.222.611
Poncirus;B1.650.388.100.875.755;B1.650.940.800.575.100.875.755
Pongamia;B1.650.388.100.401.698;B1.650.940.800.575.100.401.698
Pontederiaceae;B1.650.388.100.826;B1.650.940.800.575.100.826
Populus;B1.650.388.100.881.666;B1.650.940.800.575.100.881.666
Porphyra;B1.40.100.600;B1.650.700.600
Porphyridium;B1.40.100.610;B1.650.700.610
Porphyrinogens;D23.767.727.700;
Portacaval Shunt, Surgical;E4.100.814.790.790;E4.100.814.868.937.790
Portasystemic Shunt, Surgical;E4.100.814.790;E4.100.814.868.937
Portasystemic Shunt, Transjugular Intrahepatic;E4.100.814.790.830;E4.100.814.868.937.830
Portulaca;B1.650.388.100.827.500;B1.650.940.800.575.100.827.500
Portulacaceae;B1.650.388.100.827;B1.650.940.800.575.100.827
Positive-Pressure Respiration;;E2.41.625.790
Post-Concussion Syndrome;C21.866.260.118.150.500;C26.260.118.150.500
Post-Concussion Syndrome;C21.866.915.300.200.150.500;C26.915.300.200.150.500
Post-Concussion Syndrome;C21.866.974.150.500;C26.974.150.500
Post-Concussion Syndrome;C21.866.974.382.200.500;C26.974.382.200.500
Posterior Leukoencephalopathy Syndrome;;C10.228.518.875
Postmenopause;G8.686.785.760.960.249.500.625;G8.686.785.880.249.500.625
Postnatal Care;N2.421.585.741;N2.421.585.722.600
Postoperative Care;E2.760.722.700;E2.760.731.700
Postoperative Care;E4.624;E4.604.500
Postoperative Period;E4.630;E4.614.750
Postoperative Period;;N2.421.585.753.750
Postpoliomyelitis Syndrome;C10.668.460.600.500;C10.668.864.500
Potamogetonaceae;B1.650.388.100.25.699;B1.650.940.800.575.100.25.699
Potentilla;B1.650.388.100.842.500.601;B1.650.940.800.575.100.842.500.601
Poultry;;B1.50.50.116.625
Pouteria;B1.650.388.100.886.699;B1.650.940.800.575.100.886.699
Preanesthetic Medication;E4.641.619;E4.604.750.619
Preconception Injuries;C21.111.549;
Premenopause;G8.686.785.760.960.249.500.812;G8.686.785.880.249.500.812
Preoperative Care;E4.641;E4.604.750
Preoperative Period;E4.645;E4.614.937
Preoperative Period;;N2.421.585.753.937
Preservatives, Pharmaceutical;D26.650.771;D26.650.702
Primula;B1.650.388.100.829.774;B1.650.940.800.575.100.829.774
Primulaceae;B1.650.388.100.829;B1.650.940.800.575.100.829
Procetofen;D2.241.81.160.225.597;D2.241.81.160.700.500.625
Procetofen;D2.241.81.751.650;D2.355.726.305.625
Procetofen;;D2.455.426.559.389.115.124.750
Procetofen;;D2.522.223.750
Procetofen;;D2.755.654.305.625
Prosopis;B1.650.388.100.401.702;B1.650.940.800.575.100.401.702
Proteaceae;B1.650.388.100.831;B1.650.940.800.575.100.831
Protein Denaturation;G2.111.87.685;E5.793.500
Protein Denaturation;G2.149.115.685;G1.154.100.640.750.500
Protein Denaturation;;G1.595.100.640.750.500
Protein Denaturation;;G2.111.87.690.750.500
Protein Denaturation;;G2.149.115.690.750.500
Protein Renaturation;G2.111.87.700;G2.111.87.690.501.500
Protein Renaturation;G2.149.115.700;G2.149.115.690.501.500
Proteochondroitin Sulfates;D9.698.735.830;D9.698.735.200
Proto-Oncogene Proteins c-vav;D12.776.476.24.413;D12.776.476.24.411
Protocatechuate-3,4-Dioxygenase;D8.811.682.690.416.444.525;D8.811.682.690.416.652
Prototheca;B1.40.80.634;B1.650.940.150.634
Prunella;B1.650.388.100.575.755;B1.650.940.800.575.100.575.755
Prunus;B1.650.388.100.842.500.625;B1.650.940.800.575.100.842.500.625
Pseudarthrosis;C21.866.404.468.627;C26.404.468.627
Pseudotsuga;B1.650.388.400.122.666.984;B1.650.940.800.575.400.122.666.984
Pseudowintera;B1.650.388.100.970.599;B1.650.940.800.575.100.970.599
Pseudoxanthoma Elasticum;C15.378.463.835.530;C15.378.463.515.530
Psidium;B1.650.388.100.773.888;B1.650.940.800.575.100.773.888
Psoralea;B1.650.388.100.401.710;B1.650.940.800.575.100.401.710
Psychoses, Alcoholic;C21.613.809.750;C25.100.87.750
Psychoses, Alcoholic;C21.739.100.87.750;C25.723.809.750
Psychoses, Substance-Induced;C21.613.809;C25.723.809
Psychoses, Substance-Induced;C21.739.746;C25.746
Psychotria;B1.650.388.100.850.844;B1.650.940.800.575.100.850.844
Pteridaceae;B1.650.388.250.750;B1.650.940.800.575.250.750
Pteridium;B1.650.388.250.199.666;B1.650.940.800.575.250.199.666
Pteris;B1.650.388.250.750.666;B1.650.940.800.575.250.750.666
Pterocarpus;B1.650.388.100.401.712;B1.650.940.800.575.100.401.712
Puberty;G8.686.785.760.960.374;G8.686.785.880.374
Pubic Symphysis Diastasis;C21.866.289.650;C26.289.650
Public Policy;N3.706.825.608;I1.655.500.608
Public Policy;;N3.623.500.608
Pueraria;B1.650.388.100.401.714;B1.650.940.800.575.100.401.714
Pulicaria;B1.650.388.100.100.613;B1.650.940.800.575.100.100.613
Pulmonaria;B1.650.388.100.150.750;B1.650.940.800.575.100.150.750
Pulsatilla;B1.650.388.100.838.666;B1.650.940.800.575.100.838.666
Punicaceae;B1.650.388.100.833;B1.650.940.800.575.100.833
Purpura;;C23.550.414.950
Purpura Fulminans;;C23.550.414.950.230
Purpura Fulminans;;C23.888.885.687.230
Purpura, Hyperglobulinemic;C15.378.463.835.550;C15.378.463.515.550
Purpura, Hyperglobulinemic;;C23.550.414.950.250
Purpura, Hyperglobulinemic;;C23.888.885.687.250
Purpura, Schoenlein-Henoch;C15.378.463.835.580;C15.378.463.515.580
Purpura, Schoenlein-Henoch;;C23.550.414.950.375
Purpura, Schoenlein-Henoch;;C23.888.885.687.375
Purpura, Thrombocytopenic;C15.378.100.802.500;C15.378.100.802.687
Purpura, Thrombocytopenic;C15.378.100.805;C23.550.414.950.687
Purpura, Thrombocytopenic;;C23.888.885.687.687
Purpura, Thrombocytopenic, Idiopathic;C15.378.100.805.600;C15.378.100.802.687.600
Purpura, Thrombocytopenic, Idiopathic;;C23.550.414.950.687.600
Purpura, Thrombocytopenic, Idiopathic;;C23.888.885.687.687.600
Purpura, Thrombotic Thrombocytopenic;C15.378.100.805.680;C15.378.100.802.687.680
Purpura, Thrombotic Thrombocytopenic;;C23.550.414.950.687.680
Purpura, Thrombotic Thrombocytopenic;;C23.888.885.687.687.680
Pygeum;B1.650.388.100.842.500.687;B1.650.940.800.575.100.842.500.687
Pyracantha;B1.650.388.100.842.500.693;B1.650.940.800.575.100.842.500.693
Pyrola;B1.650.388.100.835.500;B1.650.940.800.575.100.835.500
Pyrolaceae;B1.650.388.100.835;B1.650.940.800.575.100.835
Pyrularia;B1.650.388.100.884.666;B1.650.940.800.575.100.884.666
Pyrus;B1.650.388.100.842.500.699;B1.650.940.800.575.100.842.500.699
Pythium;B1.40.650.750;B1.750.937.750
Quassia;B1.650.388.100.898.599;B1.650.940.800.575.100.898.599
Quercus;B1.650.388.100.425.500;B1.650.940.800.575.100.425.500
Quillaja;B1.650.388.100.842.500.724;B1.650.940.800.575.100.842.500.724
Rabdosia;B1.650.388.100.575.756;B1.650.940.800.575.100.575.756
Radiation Injuries;C21.866.733;C26.733
Radiation Injuries, Experimental;C21.866.733.720;C26.733.720
Radiation Pneumonitis;C21.866.733.762;C26.733.762
Radiodermatitis;C21.866.733.804;C26.733.804
Radiography, Interventional;E2.148.694;
Radionuclide Ventriculography;;E1.370.350.130.937
Radius Fractures;C21.866.88.268.556;C26.88.268.556
Radius Fractures;C21.866.404.562;C26.404.562
Ranunculaceae;B1.650.388.100.838;B1.650.940.800.575.100.838
Ranunculus;B1.650.388.100.838.733;B1.650.940.800.575.100.838.733
Raphanus;B1.650.388.100.157.711;B1.650.940.800.575.100.157.711
Ratibida;B1.650.388.100.100.631;B1.650.940.800.575.100.100.631
Rats, Transgenic;B1.50.50.680.136.700;B1.50.50.136.700
Rauwolfia;B1.650.388.100.81.777;B1.650.940.800.575.100.81.777
Receptors, AMPA;D12.776.543.750.720.200.450.200;D12.776.157.530.400.400.500.100
Receptors, AMPA;;D12.776.543.550.425.500.200.100
Receptors, AMPA;;D12.776.543.585.400.500.200.100
Receptors, AMPA;;D12.776.543.750.720.200.450.400.100
Receptors, GABA-A;;D12.776.157.530.400.175.562
Receptors, GABA-A;;D12.776.157.530.400.400.100.100
Receptors, GABA-A;;D12.776.543.550.425.175.562
Receptors, GABA-A;;D12.776.543.550.425.500.100.100
Receptors, GABA-A;;D12.776.543.585.400.175.562
Receptors, GABA-A;;D12.776.543.585.400.500.100.100
Receptors, GABA-A;;D12.776.543.750.51.500
Receptors, Glycine;;D12.776.157.530.400.175.781
Receptors, Glycine;;D12.776.157.530.400.400.100.200
Receptors, Glycine;;D12.776.543.550.425.175.781
Receptors, Glycine;;D12.776.543.550.425.500.100.200
Receptors, Glycine;;D12.776.543.585.400.175.781
Receptors, Glycine;;D12.776.543.585.400.500.100.200
Receptors, Glycine;;D12.776.543.750.51.625
Receptors, Kainic Acid;;D12.776.157.530.400.400.500.200
Receptors, Kainic Acid;;D12.776.543.550.425.500.200.200
Receptors, Kainic Acid;;D12.776.543.585.400.500.200.200
Receptors, Kainic Acid;;D12.776.543.750.720.200.450.400.200
Receptors, N-Methyl-D-Aspartate;D12.776.543.750.720.200.450.580;D12.776.157.530.400.400.500.500
Receptors, N-Methyl-D-Aspartate;;D12.776.543.550.425.500.200.500
Receptors, N-Methyl-D-Aspartate;;D12.776.543.585.400.500.200.500
Receptors, N-Methyl-D-Aspartate;;D12.776.543.750.720.200.450.400.500
Receptors, Nicotinic;;D12.776.157.530.400.400.100.500
Receptors, Nicotinic;;D12.776.543.550.425.500.100.500
Receptors, Nicotinic;;D12.776.543.585.400.500.100.500
Receptors, Nicotinic;;D12.776.543.750.51.687
Receptors, Serotonin, 5-HT3;;D12.776.157.530.400.400.100.700
Receptors, Serotonin, 5-HT3;;D12.776.543.550.425.500.100.700
Receptors, Serotonin, 5-HT3;;D12.776.543.585.400.500.100.700
Receptors, Serotonin, 5-HT3;;D12.776.543.750.51.750
Regulatory Sequences, Ribonucleic Acid;D13.444.735.790.149;D13.444.735.790.878.942
Rehmannia;B1.650.388.100.892.833;B1.650.940.800.575.100.892.833
Research Support, American Recovery and Reinvestment Act;V4.500.249;V4.750.124
Research Support, N.I.H., Extramural;V4.500.500;V4.750.500.500
Research Support, N.I.H., Intramural;V4.500.750;V4.750.500.750
Research Support, U.S. Gov't, Non-P.H.S.;V4.249;V4.750.249
Research Support, U.S. Gov't, P.H.S.;V4.500;V4.750.500
Resedaceae;B1.650.388.100.839;B1.650.940.800.575.100.839
Respiration, Artificial;;E2.41.625
Retinitis Pigmentosa;C11.768.585.731;C11.768.585.658.500
Retropneumoperitoneum;C21.866.748;C26.748
Retrospective Studies;;E5.318.760.500.750.750
Retrospective Studies;;N5.715.360.775.175.250.815
Retrospective Studies;;N6.850.520.450.500.750.825
Rett Syndrome;F3.550.325.412;
Rhamnaceae;B1.650.388.100.840;B1.650.940.800.575.100.840
Rhamnus;B1.650.388.100.840.666;B1.650.940.800.575.100.840.666
Rheum;B1.650.388.100.825.700;B1.650.940.800.575.100.825.700
Rhizophoraceae;B1.650.388.100.841;B1.650.940.800.575.100.841
Rhodiola;B1.650.388.100.842.249.500;B1.650.940.800.575.100.842.249.500
Rhododendron;B1.650.388.100.343.549;B1.650.940.800.575.100.343.549
Rhus;B1.650.388.100.44.666;B1.650.940.800.575.100.44.666
Rib Fractures;C21.866.404.593;C26.404.593
Rib Fractures;C21.866.891.733;C26.891.733
Ribes;B1.650.388.100.842.311.500;B1.650.940.800.575.100.842.311.500
Ricinus;B1.650.388.100.350.650;B1.650.940.800.575.100.350.650
RNA, Guide;D13.444.735.790.400;D13.444.735.790.552.625
RNA, Small Cytoplasmic;D13.444.735.790.530;D13.444.735.790.552.750
RNA, Small Interfering;D13.444.735.790.537;D13.444.735.790.552.875
RNA, Small Nuclear;D13.444.735.790.545;D13.444.735.790.552.937
RNA, Small Nucleolar;D13.444.735.790.545.800;D13.444.735.790.552.937.800
RNA, Spliced Leader;D13.444.735.790.560;D13.444.735.790.552.968
Robinia;B1.650.388.100.401.716;B1.650.940.800.575.100.401.716
Rollinia;B1.650.388.100.65.968;B1.650.940.800.575.100.65.968
Rorippa;B1.650.388.100.157.744;B1.650.940.800.575.100.157.744
Rosa;B1.650.388.100.842.500.750;B1.650.940.800.575.100.842.500.750
Rosaceae;B1.650.388.100.842.500;B1.650.940.800.575.100.842.500
Rosales;B1.650.388.100.842;B1.650.940.800.575.100.842
Rosmarinus;B1.650.388.100.575.757;B1.650.940.800.575.100.575.757
Rubia;B1.650.388.100.850.876;B1.650.940.800.575.100.850.876
Rubiaceae;B1.650.388.100.850;B1.650.940.800.575.100.850
Rudbeckia;B1.650.388.100.100.665;B1.650.940.800.575.100.100.665
Rumex;B1.650.388.100.825.850;B1.650.940.800.575.100.825.850
Rupture;C21.866.761;C26.761
Ruscus;B1.650.388.100.610.716;B1.650.940.800.575.100.610.716
Ruta;B1.650.388.100.875.788;B1.650.940.800.575.100.875.788
Rutaceae;B1.650.388.100.875;B1.650.940.800.575.100.875
Ryania;B1.650.388.100.437.500;B1.650.940.800.575.100.437.500
Saccharum;B1.650.388.100.822.835;B1.650.940.800.575.100.822.835
Sagittaria;B1.650.388.100.25.33.777;B1.650.940.800.575.100.25.33.777
Salacia;B1.650.388.100.197.682;B1.650.940.800.575.100.197.682
Salicaceae;B1.650.388.100.881;B1.650.940.800.575.100.881
Salix;B1.650.388.100.881.833;B1.650.940.800.575.100.881.833
Salmonella Food Poisoning;C21.613.415.738;C25.723.415.738
Salsola;B1.650.388.100.200.699;B1.650.940.800.575.100.200.699
Salvadoraceae;B1.650.388.100.882;B1.650.940.800.575.100.882
Salvia;B1.650.388.100.575.922;B1.650.940.800.575.100.575.922
Salvia miltiorrhiza;B1.650.388.100.575.922.750;B1.650.940.800.575.100.575.922.750
Salvia officinalis;B1.650.388.100.575.922.770;B1.650.940.800.575.100.575.922.770
Sambucus;B1.650.388.100.180.500;B1.650.940.800.575.100.180.500
Sambucus nigra;B1.650.388.100.180.500.500;B1.650.940.800.575.100.180.500.500
Sanguinaria;B1.650.388.100.795.750;B1.650.940.800.575.100.795.750
Sanguisorba;B1.650.388.100.842.500.779;B1.650.940.800.575.100.842.500.779
Sanicula;B1.650.388.100.75.875;B1.650.940.800.575.100.75.875
Sansevieria;B1.650.388.100.610.730;B1.650.940.800.575.100.610.730
Santalaceae;B1.650.388.100.884;B1.650.940.800.575.100.884
Santalum;B1.650.388.100.884.833;B1.650.940.800.575.100.884.833
Sapindaceae;B1.650.388.100.885;B1.650.940.800.575.100.885
Sapindus;B1.650.388.100.885.861;B1.650.940.800.575.100.885.861
Sapium;B1.650.388.100.350.737;B1.650.940.800.575.100.350.737
Saponaria;B1.650.388.100.195.611;B1.650.940.800.575.100.195.611
Sapotaceae;B1.650.388.100.886;B1.650.940.800.575.100.886
Saprolegnia;B1.40.650.825;B1.750.937.825
Sargassum;B1.40.50.725;B1.750.600.725
Sarraceniaceae;B1.650.388.100.887;B1.650.940.800.575.100.887
Sasa;B1.650.388.100.822.844;B1.650.940.800.575.100.822.844
Sassafras;B1.650.388.100.590.737;B1.650.940.800.575.100.590.737
Satureja;B1.650.388.100.575.935;B1.650.940.800.575.100.575.935
Saururaceae;B1.650.388.100.888;B1.650.940.800.575.100.888
Saussurea;B1.650.388.100.100.700;B1.650.940.800.575.100.100.700
Saxifragaceae;B1.650.388.100.842.750;B1.650.940.800.575.100.842.750
Scabies;C3.858.211.394.708;C3.858.211.480.708
Scenedesmus;B1.40.80.800;B1.650.940.150.800
Schisandra;B1.650.388.100.889.750;B1.650.940.800.575.100.889.750
Schisandraceae;B1.650.388.100.889;B1.650.940.800.575.100.889
Schizophrenia, Childhood;F3.550.325.700;F3.550.768
Scilla;B1.650.388.100.610.737;B1.650.940.800.575.100.610.737
Scolymus;B1.650.388.100.100.750;B1.650.940.800.575.100.100.750
Scoparia;B1.650.388.100.892.844;B1.650.940.800.575.100.892.844
Scopolia;B1.650.388.100.905.612;B1.650.940.800.575.100.905.612
Scorzonera;B1.650.388.100.100.775;B1.650.940.800.575.100.100.775
Scrophularia;B1.650.388.100.892.855;B1.650.940.800.575.100.892.855
Scrophulariaceae;B1.650.388.100.892;B1.650.940.800.575.100.892
Scurvy;C15.378.463.835.800;C15.378.463.515.800
Scutellaria;B1.650.388.100.575.942;B1.650.940.800.575.100.575.942
Scutellaria baicalensis;B1.650.388.100.575.942.500;B1.650.940.800.575.100.575.942.500
Seaweed;B1.40.750;B5.750
Secale cereale;B1.650.388.100.822.857;B1.650.940.800.575.100.822.857
Securidaca;B1.650.388.100.823.750;B1.650.940.800.575.100.823.750
Sedum;B1.650.388.100.842.249.750;B1.650.940.800.575.100.842.249.750
Selaginellaceae;B1.650.388.825;B1.650.940.800.575.825
Self Mutilation;C21.866.780;C26.780
Semecarpus;B1.650.388.100.44.705;B1.650.940.800.575.100.44.705
Semiaquilegia;B1.650.388.100.838.766;B1.650.940.800.575.100.838.766
Senecio;B1.650.388.100.100.800;B1.650.940.800.575.100.100.800
Senna Plant;B1.650.388.100.401.718;B1.650.940.800.575.100.401.718
Sequoia;B1.650.388.400.122.855.777;B1.650.940.800.575.400.122.855.777
Sequoiadendron;B1.650.388.400.122.855.788;B1.650.940.800.575.400.122.855.788
Serenoa;B1.650.388.100.93.750;B1.650.940.800.575.100.93.750
Serotonin Syndrome;C21.613.276.720;C25.723.276.720
Serum Amyloid A Protein;D12.776.49.790;D12.776.49.407.750
Serum Amyloid P-Component;D12.776.49.800;D12.776.49.407.875
Serum Sickness;C21.613.276.505.800;C25.723.276.505.800
Sesamum;B1.650.388.100.806.750;B1.650.940.800.575.100.806.750
Sesbania;B1.650.388.100.401.726;B1.650.940.800.575.100.401.726
Setaria Plant;B1.650.388.100.822.871;B1.650.940.800.575.100.822.871
Sex Chromosome Disorders;C16.131.260.800;C16.131.260.830
Sex Chromosome Disorders;C16.320.180.800;C16.320.180.830
Sex Determination (Genetics);;G7.700.320.500.325.377.812
Sex Determination (Genetics);;G7.700.320.750.437
Sex Determination (Genetics);;G8.686.785.880.437
Sex Differentiation;G7.700.320.500.325.520;G7.700.320.500.325.377.843
Sex Differentiation;G8.686.785.760.170.520;G7.700.320.750.500
Sex Differentiation;G8.686.785.760.960.500;G8.686.785.880.500
Sex Differentiation Disorders;C12.706.842;C12.706.316
Sex Differentiation Disorders;C13.351.875.842;C13.351.875.253
Sex Differentiation Disorders;C16.131.939.842;C16.131.939.316
Sex Differentiation Disorders;C19.391.775;C19.391.119
Sexual Development;G8.686.785.760.960;G7.700.320.750
Sexual Development;;G8.686.785.880
Sexual Infantilism;;C12.706.316.309.631
Sexual Infantilism;;C13.351.875.253.309.631
Sexual Infantilism;;C16.131.939.316.309.631
Sexual Infantilism;;C19.391.119.309.631
Sexual Maturation;G8.686.785.760.960.750;G7.700.320.750.750
Sexual Maturation;;G8.686.785.880.750
Shaken Baby Syndrome;C21.866.260.118.825;C26.260.118.825
Shaken Baby Syndrome;C21.866.915.300.200.825;C26.915.300.200.825
Shallots;B1.650.388.100.610.100.800;B1.650.940.800.575.100.610.100.800
Shellfish Poisoning;C21.613.415.792;C25.723.415.792
Shock, Traumatic;C21.866.797;C26.797
Shoulder Dislocation;C21.866.88.666;C26.88.666
Shoulder Dislocation;C21.866.289.750;C26.289.750
Shoulder Fractures;C21.866.88.749;C26.88.749
Shoulder Fractures;C21.866.404.625;C26.404.625
Shwartzman Phenomenon;C15.378.463.835.810;C15.378.463.515.810
Sideritis;B1.650.388.100.575.945;B1.650.940.800.575.100.575.945
Siderosis;C21.447.800.773;C24.800.773
Silene;B1.650.388.100.195.655;B1.650.940.800.575.100.195.655
Silicon;D1.268.789;D1.268.513.937
Silicosis;C21.447.800.834;C24.800.834
Silicotuberculosis;C21.447.800.834.752;C24.800.834.752
Silo Filler's Disease;C21.447.80.752;C24.80.752
Simarouba;B1.650.388.100.898.799;B1.650.940.800.575.100.898.799
Simaroubaceae;B1.650.388.100.898;B1.650.940.800.575.100.898
Sinapis;B1.650.388.100.157.811;B1.650.940.800.575.100.157.811
Single-Chain Antibodies;;D12.644.541.500.650.500.800
Single-Chain Antibodies;;D12.776.124.486.485.114.224.785
